Songtitle,Artist(s),uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Our Story,['Hazey Eyes'],spotify:track:0FG5AlzaIGKwVcZq9vWvv1,0.763,0.417,10,-7.582,1,0.0619,0.187,0.00208,0.0976,0.168,82.068
Skyline,"['Hazey Eyes', 'Claire Ridgely']",spotify:track:5RD9Xa3cdPnjE2ngnsJQ0F,0.684,0.54,11,-6.98,1,0.0382,0.285,1.3e-05,0.108,0.17,77.006
Goodbye,['Hazey Eyes'],spotify:track:7aOxRy9Hlu3UrZx3H80OZr,0.525,0.371,8,-7.201,1,0.15,0.428,0.000196,0.108,0.318,101.913
Hungover You,"['Hazey Eyes', 'Moli']",spotify:track:4y8AY6ajMzjgq9w7ELyv7f,0.574,0.581,1,-6.529,1,0.132,0.147,0.000169,0.141,0.368,111.901
Scars,"['Hazey Eyes', 'Yoke Lore']",spotify:track:28WBWmG5VSgIbyaGoSEDNO,0.553,0.67,11,-6.3,0,0.15,0.0964,0.0,0.142,0.156,88.279
Too Young,['Hazey Eyes'],spotify:track:3hqqV08TizCkZyeNT9JzJQ,0.779,0.373,11,-10.817,1,0.0357,0.824,0.00046,0.0929,0.248,99.051
Some Reason,"['Hazey Eyes', 'Feelds']",spotify:track:1z3NO6Hdi9sy1iS9B2P2ZB,0.713,0.483,4,-8.429,0,0.0781,0.289,3.47e-06,0.121,0.2,96.007
Love Is,['Hazey Eyes'],spotify:track:4uDccHCwl43j4fDvL0vCuJ,0.723,0.594,4,-6.022,0,0.0412,0.117,5.74e-05,0.105,0.309,107.964
Goodbye,['Hazey Eyes'],spotify:track:6GCkgUik4x7TZF37SiwwTc,0.525,0.371,8,-7.201,1,0.15,0.428,0.000196,0.108,0.318,101.913
Need You,['Hazey Eyes'],spotify:track:6jqk3LWowdwDmtwDSvuSU7,0.727,0.486,8,-8.483,0,0.0392,0.104,0.38,0.125,0.0953,116.947
Untitled,['Hazey Eyes'],spotify:track:4mLrwquhAAfa4PoLj9fblE,0.72,0.488,5,-10.6,0,0.0349,0.353,0.855,0.191,0.225,95.008
strangers,['Majik'],spotify:track:5vVJJmJtyd9RvuJSCMXqHM,0.646,0.584,0,-7.754,1,0.0342,0.112,0.000837,0.512,0.521,121.016
Broken,['Isak Danielson'],spotify:track:4oLLl2b0pZ5Ksp4SWISJyx,0.435,0.636,5,-6.851,0,0.0609,0.451,0.0,0.112,0.101,141.87
Power,['Isak Danielson'],spotify:track:6xtqvTdWdYZmKY0pSuuHL9,0.373,0.494,1,-6.892,0,0.0478,0.212,1.02e-06,0.0567,0.172,114.698
I'll Be Waiting,['Isak Danielson'],spotify:track:1rM5wYtONkS2QYnx1gM4iq,0.558,0.409,4,-9.244,0,0.0487,0.674,0.0,0.129,0.167,93.865
Ending,['Isak Danielson'],spotify:track:72UBzVJzuj7GfyeNxpv4m6,0.436,0.291,9,-9.334,0,0.0361,0.876,1.07e-06,0.0767,0.127,91.655
Bleed Out,['Isak Danielson'],spotify:track:1b0NxKjbbFKn1GvW2CDNZ0,0.476,0.472,0,-9.427,1,0.0343,0.186,4.15e-05,0.111,0.147,73.169
Love's Dying,['Isak Danielson'],spotify:track:3qd5MxjBrl4qtRhN0fUVjV,0.605,0.449,4,-8.89,0,0.0323,0.296,0.0,0.111,0.199,105.887
Losing Me,['Isak Danielson'],spotify:track:6fO1oXNiwyXNRHKurWKRI2,0.6,0.435,0,-8.314,1,0.0248,0.0729,0.00121,0.0935,0.293,84.978
Your Eyes,['Isak Danielson'],spotify:track:6oXSiWEmPoXzUh5Ctorjky,0.67,0.468,6,-9.556,0,0.0998,0.0739,1.13e-05,0.0598,0.526,123.564
Falling Into You,['Isak Danielson'],spotify:track:1OhkSNmjZkkWRW3mcXTJrW,0.641,0.604,2,-7.385,1,0.0294,0.182,0.0,0.0635,0.305,109.006
Back Again,['Isak Danielson'],spotify:track:2EiamOBvbouveRTfAacc0D,0.39,0.597,6,-7.662,1,0.0869,0.0253,2.32e-06,0.141,0.544,119.998
Remember,['Isak Danielson'],spotify:track:4Cw0H6yLkQYWEts814vC2g,0.491,0.613,8,-5.903,0,0.0408,0.32,5.79e-05,0.127,0.392,159.96
Love Me,['Isak Danielson'],spotify:track:2azDkctfvxnUpPy9fiwkla,0.456,0.807,5,-4.415,0,0.0578,0.154,9.69e-05,0.0939,0.543,106.221
Amberlea,['Isak Danielson'],spotify:track:3cReMY6QACohz57GORCFAC,0.613,0.681,6,-7.398,0,0.05,0.0577,0.0,0.532,0.274,99.97
Wait a Minute,['Isak Danielson'],spotify:track:6HVyCGhpRBRMAZ4MgcFzZ8,0.437,0.654,7,-6.765,0,0.0552,0.347,0.0,0.0879,0.319,159.981
Remember,['Isak Danielson'],spotify:track:10PnGCfofwEwbS3OooV0V6,0.491,0.613,8,-5.903,0,0.0408,0.32,5.79e-05,0.127,0.392,159.96
Jennie,['Isak Danielson'],spotify:track:6P1IdThiaoqBnqjkoKSjfB,0.496,0.828,9,-4.437,1,0.0506,0.121,2.55e-06,0.154,0.339,148.951
I Don't See You,['Isak Danielson'],spotify:track:14d0weu2BSMe1vF014NHGH,0.6,0.367,6,-10.358,0,0.031,0.596,0.000111,0.306,0.196,116.987
Feel,['Isak Danielson'],spotify:track:0zJo1MHs3JuOI3PYIOO6xv,0.612,0.723,1,-6.456,0,0.0634,0.0175,1.64e-06,0.127,0.406,120.002
Broken,['Isak Danielson'],spotify:track:2XBR557IVw7WA9MwHeqmNk,0.435,0.636,5,-6.851,0,0.0609,0.451,0.0,0.112,0.101,141.87
I'll Be Waiting,['Isak Danielson'],spotify:track:2vjvdI4Br6s4QwYny2E2o2,0.558,0.409,4,-9.244,0,0.0487,0.674,0.0,0.129,0.167,93.865
Always,['Isak Danielson'],spotify:track:76YH9NwQHK6PygalAdq0Fs,0.69,0.452,11,-8.026,1,0.0472,0.356,0.0,0.308,0.55,112.963
Stay Here,['Isak Danielson'],spotify:track:6o3sOWoZOv3rmO7YPspkLG,0.463,0.208,5,-9.134,1,0.0778,0.936,0.0,0.129,0.312,79.943
Hey Now,['Isak Danielson'],spotify:track:0WjTC1ibOE7ehPSvmxwGMY,0.499,0.404,3,-9.17,1,0.0301,0.782,0.0,0.107,0.139,153.992
She's Always a Woman,['Isak Danielson'],spotify:track:6O97IrhU1UFssPxjBYPV54,0.498,0.153,3,-13.259,1,0.0817,0.905,0.0,0.111,0.306,144.191
Falling Into You,['Isak Danielson'],spotify:track:7tUIs898WlYk9XgzNEzwYx,0.636,0.615,2,-7.204,1,0.0297,0.152,0.0,0.0893,0.292,109.023
Backing Down,['Isak Danielson'],spotify:track:1PBroRMCjMPdNj0ohm5Eoe,0.334,0.195,9,-7.871,0,0.0358,0.93,0.0,0.101,0.186,65.802
Hold My Hand,['Isak Danielson'],spotify:track:3tAql6g0mylGdQyRa2kCPN,0.658,0.324,7,-9.582,0,0.0416,0.403,0.0,0.131,0.231,122.109
Kurt Cobain,['Veronica Maggio'],spotify:track:6yFJdvMJDBWzY7zOWZF4nw,0.74,0.554,0,-7.11,1,0.0283,0.416,0.000575,0.1,0.722,127.016
Den som e den,['Molly Sandén'],spotify:track:72yeOK93gnHkEYwtFJPmZH,0.671,0.797,0,-6.78,0,0.267,0.0162,1.65e-05,0.0829,0.524,118.071
Mon Cheri (feat. Sfera Ebbasta),"['Rkomi', 'Sfera Ebbasta']",spotify:track:66UkKyxN5YbJl9z7YamQOR,0.887,0.667,6,-5.681,0,0.0484,0.316,0.0,0.119,0.493,130.032
Sorry Mamma,"['Herra Hnetusmjör', 'Huginn']",spotify:track:2wvXdb6skBuQLo0bcdEo8S,0.823,0.549,10,-8.632,0,0.148,0.283,0.0,0.0855,0.781,90.001
Gib Ihm,['SHIRIN DAVID'],spotify:track:5iIgIxtMNeogKaFUfvuAbs,0.928,0.402,10,-10.641,0,0.32,0.217,3.38e-05,0.0957,0.578,97.976
DNA,"['KC Rebell', 'Summer Cem', 'Capital Bra']",spotify:track:4BD9yUEFI07WaDJ381DDMq,0.828,0.686,2,-5.242,1,0.264,0.0519,2.23e-06,0.11,0.544,156.033
Hobby Hobby,['MERO'],spotify:track:0dmrz4V5kiezQAqQ3VqGob,0.743,0.742,5,-6.457,0,0.181,0.398,0.0,0.136,0.851,163.979
Au DD,['PNL'],spotify:track:6VSaNvPPagk4U5Skxp6XfV,0.777,0.698,6,-7.706,0,0.0704,0.293,2.32e-05,0.0908,0.119,119.963
Jusqu'à minuit (feat. JuL),"['Ninho', 'Jul']",spotify:track:4DwppHaJ76CJ0GYOFwrQoJ,0.772,0.643,0,-6.367,0,0.159,0.425,0.0,0.102,0.609,112.015
Jamais (feat. Dadju),"['Ninho', 'Dadju']",spotify:track:6nIr35G9lVYMcuedV4NY2t,0.596,0.709,4,-6.256,0,0.319,0.492,0.0,0.124,0.333,94.162
L'ancien,['Ninho'],spotify:track:5foznJ5MF2UvnrOE2pN6oN,0.686,0.774,7,-6.517,1,0.127,0.518,4.61e-06,0.117,0.39,169.953
À Kinshasa (feat. Fally Ipupa),"['Ninho', 'Fally Ipupa']",spotify:track:7bLy8fxBMroDuV0zxwGSn6,0.508,0.768,10,-5.733,0,0.203,0.229,0.0,0.11,0.61,66.57
Money (feat. Faouzia),"['Ninho', 'Faouzia']",spotify:track:1NUC8l1gq50VuHzmWRMA2G,0.735,0.804,7,-6.004,1,0.218,0.603,0.0,0.0707,0.614,130.038
Zéro paluche (feat. Tito),"['Ninho', 'Tito']",spotify:track:6HSO0pV9ky6eHdUpXpTMQj,0.714,0.635,9,-9.765,0,0.289,0.622,0.0,0.0975,0.642,79.981
Possédé,['Djadja & Dinaz'],spotify:track:6g8Waa9vcFQP1FElldjfRr,0.73,0.587,4,-6.972,0,0.0562,0.193,0.0,0.0844,0.791,134.958
Drôle de mentalité,['Djadja & Dinaz'],spotify:track:6SfaEpLn8FOVXqWuDdCbCy,0.744,0.636,11,-5.293,0,0.0718,0.626,0.0,0.342,0.567,97.527
Paris,"['Lord Siva', 'Vera']",spotify:track:1NgeW6kFhdqAvEKgKYhf1s,0.818,0.533,6,-6.05,0,0.0428,0.151,6.66e-06,0.133,0.774,114.97
Pengedans,['KESI'],spotify:track:0QLH3xeYZSRXy9YovfVEOI,0.742,0.542,5,-7.084,0,0.151,0.156,0.0,0.103,0.427,97.971
Sucker,['Jonas Brothers'],spotify:track:4y3OI86AEP6PQoDE6olYhO,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958
2x,['Mathea'],spotify:track:2pu5rVWy3zPlgypJzL3Mlw,0.845,0.509,7,-7.294,1,0.102,0.224,0.0,0.171,0.282,123.067
Soldi,['Mahmood'],spotify:track:4szQkW1CDHqbRZGltXJdd3,0.729,0.589,3,-9.871,0,0.0483,0.0361,0.0,0.305,0.349,95.065
DINO,['BRÍET'],spotify:track:3exeDMzpbICkSCkZnz8Puh,0.557,0.728,1,-6.892,0,0.0555,0.0728,0.015,0.114,0.326,104.918
Lífsstíll,"['Daniil', 'Gvdjon', 'Þorri']",spotify:track:1LR30Y9LpEPbmghRmIrlpt,0.858,0.649,2,-5.762,1,0.0987,0.124,0.0,0.0653,0.38,89.975
Fabio,['Pianista Indie'],spotify:track:1tHjDt1tRhDKLilhUuICtV,0.365,0.427,7,-10.612,1,0.0333,0.941,0.0168,0.121,0.141,75.163
C'est la vie,['ZOË'],spotify:track:01aH52cf5vTmV8FPWlEgaZ,0.757,0.802,2,-5.64,0,0.0671,0.268,0.000678,0.624,0.551,121.989
Piece Of Your Heart,"['MEDUZA', 'Goodboys']",spotify:track:5p1ex0pXv6jSPJ6QbumQpD,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08
Wannabe,['why mona'],spotify:track:6SQZ3rR7kNord3KYrom49J,0.578,0.724,6,-7.02,0,0.0865,0.192,2.38e-05,0.235,0.465,169.827
Jag vill ha en dickpic,['Mysfröken'],spotify:track:5zFN4TuiVqtveLqFBJT9Dp,0.752,0.893,5,-4.39,1,0.0534,0.0894,0.0,0.275,0.828,127.989
Rocka Sockorna,['Rocka Sockorna'],spotify:track:5qMbUV5BE8gsYEsgAnc5IB,0.588,0.552,2,-6.522,1,0.0271,0.0553,1.61e-05,0.109,0.48,89.065
Blommor där du står,['GAMMAL'],spotify:track:23MBpKcMc36cy26jjehN5A,0.716,0.331,3,-11.502,1,0.0331,0.825,0.0,0.0885,0.51,117.912
Another You,"['Armin van Buuren', 'Mr. Probz']",spotify:track:1u6LOWtdWA2wwa3CryIBsS,0.59,0.647,6,-5.06,0,0.033,0.00807,4.3e-05,0.0921,0.39,127.979
Road To The Throne,['Our Last Night'],spotify:track:2Xo03QOXIH8tSQeQTA60t1,0.498,0.938,10,-3.434,1,0.0643,1.61e-05,8.04e-05,0.0453,0.371,75.0
Dance With Me,"['Alan Skindro', 'X50']",spotify:track:3BjuOoFIoazeuMMYmySuuI,0.594,0.653,5,-7.178,0,0.0349,0.0108,0.00298,0.226,0.225,102.981
My Girl,['Doyle Perez'],spotify:track:6gNlEyvpngfrhQoi1J1ri3,0.714,0.403,1,-10.532,0,0.0511,0.706,0.0,0.0958,0.706,129.993
Carousel,['Nick Lopez'],spotify:track:7E5esdUmbGhSXC1zaNSPVE,0.594,0.653,3,-6.905,1,0.0827,0.561,0.0,0.122,0.538,100.075
Foxgloves,['Fluencee'],spotify:track:3gDrPwuZTSg9RTNNnr7BNO,0.509,0.691,5,-3.482,0,0.235,0.471,0.000207,0.162,0.383,84.879
6 Letters,"['Daktyl', 'Aquilo']",spotify:track:1MJi765hSvWGBxCoxYeQsn,0.469,0.421,1,-8.428,1,0.112,0.293,0.0,0.09,0.238,72.824
Love Yours,['Justin Burke'],spotify:track:4afPzPDNDyVX1Tm3KWMzua,0.65,0.313,4,-11.067,0,0.0508,0.592,0.0,0.11,0.169,119.881
Bliss,"['OTR', 'Ash Leone']",spotify:track:1M7ljwWwuyjoyA1M0PGJ3s,0.614,0.566,1,-6.287,1,0.0456,0.323,0.00267,0.0721,0.372,90.96
Clouds,['TRACES'],spotify:track:6yal46BhUj897vtczOZcBJ,0.354,0.213,10,-13.168,1,0.0529,0.849,0.0,0.107,0.36,81.841
Summer Love,['Kyle Deutsch'],spotify:track:6t5Y8KmVilX9q5Q76r8Guu,0.71,0.628,0,-6.244,1,0.0296,0.00312,0.0472,0.115,0.427,124.998
Mess Me Up,['Natania'],spotify:track:6p7BpTlgjnKrewhkWgqsKx,0.778,0.809,0,-4.033,1,0.137,0.117,0.0,0.191,0.663,165.901
Eastside,"['Alex Medeiros', 'Jayde']",spotify:track:1YbGmMFanYZf8wvFb7B2CM,0.593,0.511,9,-15.503,1,0.192,0.0836,0.0,0.146,0.605,90.114
Where We Belong,['Ibby VK'],spotify:track:6CyiOGPLxk8DtSqRjRGtM8,0.515,0.55,4,-11.388,1,0.033,0.614,0.0,0.0597,0.343,109.954
Your Name,['Joe Jenneman'],spotify:track:4dq4hGP41CNzxEFiAIqk9o,0.718,0.713,4,-5.823,1,0.054,0.0225,0.0,0.0796,0.771,102.043
What Do We Do (feat. Alex Aiono),"['Hazers', 'Alex Aiono']",spotify:track:4SPsdBElXi8Tt3Xsz4J8VT,0.648,0.798,6,-5.172,0,0.0843,0.0175,0.0,0.123,0.399,107.071
Tryna Be,['Dror'],spotify:track:16TWbGjlwTmVqLYIkqwYtI,0.642,0.365,8,-14.132,0,0.126,0.583,0.0,0.419,0.468,120.034
Heart Shaped Culdesac,['Daye Jack'],spotify:track:2SbeTzowNY9NVg4THLfIQQ,0.887,0.592,7,-5.891,1,0.0421,0.252,6.03e-06,0.0716,0.674,106.026
Truth or Dare,['Relli'],spotify:track:0htfF795IbDHTtSFGcolbK,0.448,0.46,9,-9.157,1,0.0504,0.742,0.0,0.0688,0.154,112.284
Golden,['Grand Khai'],spotify:track:3YbF8ywOvj9lXSZJ4ggdfL,0.787,0.713,5,-3.465,1,0.162,0.352,0.0,0.0819,0.411,99.99
101,"['TELYKast', 'Melody Federer']",spotify:track:7tjwJW1JrtTSGaC3t6ssO6,0.634,0.724,7,-7.448,0,0.0939,0.0568,1.44e-06,0.0854,0.444,96.141
Love Talk,"['We Rabbitz', 'Alex Mali']",spotify:track:3mfxhV74nKe7CuvOs7LeNe,0.54,0.496,5,-7.586,1,0.0321,0.0398,0.0,0.138,0.34,119.968
Keff Båt,['Jelassi'],spotify:track:0gk7yBxpvf7Dfrj4ekiy3Q,0.881,0.701,7,-8.486,0,0.278,0.0527,0.0,0.0737,0.924,106.929
Not Like Me,['Laura Marano'],spotify:track:7pqJ48zEZjZoMQVHvRahgc,0.792,0.384,4,-7.404,1,0.135,0.711,0.0,0.0857,0.747,153.934
This One's for the Girls,['Martina McBride'],spotify:track:01CnYyPXMFRzOFVQBU8WMb,0.613,0.801,8,-4.431,1,0.0354,0.0626,1.15e-05,0.124,0.609,126.966
Any Man Of Mine,['Shania Twain'],spotify:track:0pdfN7nOHMYmKykzu1cyfm,0.592,0.725,8,-8.698,1,0.0412,0.207,0.0,0.148,0.784,78.235
Wide Open Spaces,['The Chicks'],spotify:track:6cjwec9ii5uLK7CDfPBYt1,0.563,0.544,4,-6.102,1,0.0306,0.577,0.0,0.128,0.602,179.351
Jolene,['Dolly Parton'],spotify:track:2SpEHTbUuebeLkgs9QB7Ue,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578
Breathe,['Faith Hill'],spotify:track:3y4LxiYMgDl4RethdzpmNe,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859
I Hope You Dance,['Lee Ann Womack'],spotify:track:65B1tEOv5W294uCKbmEcFV,0.385,0.443,7,-9.627,0,0.0295,0.0632,0.0,0.0898,0.275,151.278
Merry Go 'Round,['Kacey Musgraves'],spotify:track:5UDqWOgDdixYMAgAyNbpgh,0.651,0.466,6,-9.403,1,0.0305,0.541,0.0027,0.116,0.326,86.953
She's In Love With The Boy - Single Version,['Trisha Yearwood'],spotify:track:2ulBBx6YQ3qY3ci34RadtN,0.783,0.698,3,-8.268,1,0.0323,0.522,2.52e-06,0.0754,0.758,124.996
Independence Day,['Martina McBride'],spotify:track:1nVoLxz8C0uGgMKfywy0vf,0.712,0.63,9,-6.202,1,0.0299,0.257,6.65e-05,0.0999,0.768,118.378
Last Call,['Lee Ann Womack'],spotify:track:5DWmvAL8WPuncj8tSxFVNC,0.335,0.584,6,-7.089,1,0.0341,0.794,0.000195,0.0869,0.332,78.51
The House That Built Me,['Miranda Lambert'],spotify:track:02eD9ymfJOJOhM97HYp5R9,0.515,0.3,5,-8.005,1,0.0289,0.575,8.46e-06,0.115,0.206,81.12
Stay,['Sugarland'],spotify:track:0jn2XqaHliEpWd04ZykIHy,0.549,0.284,4,-8.383,1,0.0388,0.774,0.0,0.105,0.389,135.632
The Time I've Wasted,['Lori McKenna'],spotify:track:1JtvwshkJMxfm4oRhJp93C,0.473,0.25,5,-11.263,1,0.0304,0.796,8.83e-05,0.101,0.261,145.027
Little Good-Byes,['SHeDAISY'],spotify:track:3H91XI59XwKMS7NrORTDSa,0.494,0.707,8,-6.447,1,0.0331,0.114,1.18e-06,0.081,0.739,167.114
Born to Fly,['Sara Evans'],spotify:track:1zmvaeDthBdtthb4RgYr9a,0.612,0.663,1,-9.314,1,0.035,0.00931,0.0152,0.0637,0.558,100.178
No One Else On Earth,['Wynonna'],spotify:track:52PGtJuGEFNVOnRdLac1Av,0.775,0.861,0,-7.113,1,0.0295,0.188,4.2e-06,0.199,0.964,98.649
Last Name,['Carrie Underwood'],spotify:track:44xWtabQzBHKXxD0UVLSNQ,0.395,0.869,3,-3.154,1,0.109,0.194,0.0,0.0874,0.688,159.833
Concrete Angel,['Martina McBride'],spotify:track:0c1hoIgpK0htNiQWUaVnOI,0.597,0.494,8,-7.85,1,0.0268,0.325,0.0,0.14,0.327,77.961
Does He Love You,"['Reba McEntire', 'Linda Davis']",spotify:track:7xQ0BegzdB8TCLreb0MQsi,0.487,0.528,9,-7.672,1,0.0273,0.422,0.0,0.187,0.272,72.399
You're Still The One,['Shania Twain'],spotify:track:7wCH9DbgRs7ujHeqNy6oAS,0.551,0.527,3,-7.119,1,0.0302,0.45,0.0,0.0867,0.642,133.758
This Kiss,['Faith Hill'],spotify:track:0TxXEbxn52XsuAhxb6VFZw,0.48,0.832,11,-5.663,1,0.0426,0.137,0.0,0.354,0.648,186.875
We Danced Anyway,['Deana Carter'],spotify:track:4fOFOwrAHA9PdhOL7lciok,0.629,0.721,6,-3.722,1,0.0277,0.502,0.0,0.307,0.651,94.054
I'll Never Say Goodbye,['Dolly Parton'],spotify:track:4lGocQIs0xyotQXrDt1zAy,0.633,0.291,1,-8.667,1,0.0308,0.797,0.0,0.13,0.468,112.328
Kills You Slowly,['The Chainsmokers'],spotify:track:1Pz3QmQFBFuI60rxCQBeW6,0.696,0.429,1,-8.736,0,0.0554,0.0518,0.0,0.128,0.242,149.967
Self,['Khalid'],spotify:track:29uWfSrklmIxzRIqFFK9jj,0.618,0.693,1,-7.889,0,0.333,0.44,0.759,0.101,0.439,143.98
Broken & Beautiful,['Kelly Clarkson'],spotify:track:1Y9cAYTmyWJCcmfqdG2I29,0.73,0.732,8,-2.556,1,0.0366,0.0823,0.0,0.0757,0.546,112.058
Coke & Henny Pt. 2,['Pink Sweat$'],spotify:track:6NmBxhsmVjv0PMgh8aJhuw,0.806,0.289,1,-9.853,0,0.0389,0.609,0.0,0.105,0.457,89.958
Ways to Go,['Rence'],spotify:track:64qlm6HeiRDwEWdLYryff2,0.572,0.782,1,-4.634,1,0.086,0.00378,1.46e-05,0.105,0.509,84.936
Don't Worry Bout Me,['Zara Larsson'],spotify:track:507tQXutCPYNFkpOq8tmKF,0.752,0.706,5,-6.274,1,0.0636,0.0797,0.000752,0.129,0.33,125.041
SIDEWINDER,['Cautious Clay'],spotify:track:6MguEa04mWWYDXpT4Kw6dt,0.675,0.612,9,-9.951,1,0.131,0.629,8.47e-05,0.241,0.184,139.032
AINT GOIN BACK,['Russ'],spotify:track:0Y4L4iWjUH34u2qnois2fI,0.709,0.721,5,-6.117,0,0.562,0.655,0.0,0.0929,0.414,148.108
All You Need To Know (feat. Calle Lehmann),"['Gryffin', 'SLANDER', 'Calle Lehmann']",spotify:track:4Gcv5SsxnQWpmOnUI19EJk,0.513,0.788,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.234,139.987
Mr. Lonely,['Midland'],spotify:track:3sEa95MTLJ8JcoP5A97bWl,0.594,0.859,4,-5.004,1,0.0365,0.0328,4.68e-06,0.426,0.851,149.929
Friends,"['Flume', 'Reo Cragun']",spotify:track:3Y8JSCYjFznthCYb5HZ8lW,0.628,0.668,1,-5.935,0,0.263,0.288,0.0,0.622,0.347,138.865
Domino,"['whoisFIYAH', 'MishCatt']",spotify:track:2Kcr2UFLHMhS6Q0aZ2gkSf,0.775,0.793,11,-4.533,0,0.0552,0.0163,0.288,0.346,0.414,117.026
Change Your Mind,"['Dillon Francis', 'lovelytheband']",spotify:track:6z2O61TBA5HOsVyBesIwWs,0.719,0.836,2,-4.843,1,0.104,0.00478,0.0,0.105,0.538,100.008
HATE MY GUTS,['blackbear'],spotify:track:0ssuQPQd6TnV6eytB9DSkv,0.774,0.428,8,-7.764,1,0.464,0.123,0.0,0.13,0.657,95.591
Win You Over (feat. Soak),"['Whethan', 'Bearson', 'SOAK']",spotify:track:7piA9DxQTCKwxXWOOK7zXZ,0.807,0.749,0,-5.519,1,0.0833,0.00488,5.17e-06,0.439,0.664,118.008
Sometimes,"['DallasK', 'Nicky Romero', 'XYLØ']",spotify:track:1MqBckcnN45W32KSSHnylW,0.726,0.775,0,-6.903,0,0.0687,0.0494,0.000457,0.359,0.575,121.947
I’ll Wait,['The Strumbellas'],spotify:track:6atcbYGflrRHnzjaLWWrob,0.52,0.772,2,-6.067,1,0.0312,0.0581,0.0,0.0929,0.281,92.523
Older,['Ben Platt'],spotify:track:0hyVcO1sh9NkHmKHs3veRz,0.543,0.467,6,-5.617,1,0.0267,0.485,0.0,0.143,0.245,81.03
Another Lover,['Leland'],spotify:track:60MsF9GzQ3imaYkwPwOafo,0.691,0.529,6,-7.341,1,0.0364,0.38,0.000193,0.0966,0.339,94.012
I Could Get Used To This,"['Becky Hill', 'WEISS']",spotify:track:6u8epWzzk3CsJ05sqExF6T,0.621,0.653,7,-4.573,1,0.0523,0.0152,0.0,0.427,0.345,117.128
Chin Up,['Yoke Lore'],spotify:track:2VfSwzDCImh8avZQ6mcUvd,0.611,0.592,1,-10.922,1,0.0351,0.612,0.00461,0.103,0.322,130.843
Poison the Well,['Modest Mouse'],spotify:track:3MEKjJbXIyMT54hxEZnkrz,0.622,0.962,4,-2.816,0,0.091,0.00391,0.0,0.101,0.506,129.023
That Old Truck,['Thomas Rhett'],spotify:track:76jICtPC51cXmetYVnOqHu,0.601,0.635,1,-7.248,1,0.032,0.388,2.02e-05,0.187,0.629,93.466
Señorita,"['Jake Owen', 'Lele Pons']",spotify:track:2eQYv5UJAjtXraIVzy2ZH7,0.66,0.708,3,-5.63,1,0.0387,0.629,0.0,0.229,0.885,140.041
Nothing Really Matters,['Gabrielle Aplin'],spotify:track:0NDeB1JOGniNUbc0z2LuFb,0.535,0.533,5,-8.09,1,0.0333,0.0647,0.0,0.0551,0.803,162.034
Take Me Serious,['Devvon Terrell'],spotify:track:1UtOZvY0yiVYtCFsct3kMY,0.69,0.434,4,-8.095,1,0.0676,0.726,3.38e-05,0.167,0.451,87.969
LONDON LIGHTS,['Jake Miller'],spotify:track:1eCR3UJBge30LhUF9BqQVg,0.627,0.652,10,-5.044,0,0.0712,0.0572,6.45e-06,0.162,0.693,99.489
Just Friends,"[""Olivia O'Brien""]",spotify:track:5ApJZJY5LTXpEcroZKEyMx,0.447,0.247,3,-10.479,0,0.0327,0.791,3.85e-05,0.297,0.291,77.791
moneydontfixlonely,['Sophia Messa'],spotify:track:35osKSAsV8WsOb80tb3Eex,0.475,0.707,11,-7.736,0,0.18,0.397,0.0,0.116,0.385,155.611
Adrenaline,['Simple Creatures'],spotify:track:79YqE7RhYB4jYmW8tXBw1A,0.63,0.849,7,-4.953,1,0.0811,0.00207,4.27e-06,0.11,0.781,151.988
Thinkin Bout You,['Ciara'],spotify:track:3H92VwBbuWN5O3X1tVjAyx,0.893,0.73,6,-4.375,0,0.0437,0.121,0.0075,0.0939,0.819,106.988
Better Apart (feat. Dresage),"['Jai Wolf', 'Dresage']",spotify:track:0k4yUonDEAqoIw3xL2XMVC,0.49,0.702,4,-4.564,0,0.026,0.0134,5.36e-05,0.104,0.259,149.974
The Weekend,['Interpol'],spotify:track:41s19GuE9OVOQuDubCMhhT,0.431,0.958,11,-0.911,0,0.0566,2.89e-06,0.831,0.359,0.515,130.048
Built That Way,['Emotional Oranges'],spotify:track:5qe9D2JqiNkhHksPhkVl0y,0.705,0.645,1,-7.242,0,0.082,0.263,1.06e-05,0.0673,0.715,92.01
Got It In You,['BANNERS'],spotify:track:3og4Q2XDHXowizKTDdn9vO,0.575,0.436,7,-9.389,1,0.0387,0.103,2.66e-06,0.104,0.259,143.913
One Day (feat. ROZES),"['Sam Feldt', 'Yves V', 'ROZES']",spotify:track:156z1HK87SEXLnMuK8gdqT,0.668,0.858,8,-4.048,1,0.0431,0.181,0.0,0.34,0.332,122.082
Walk Away,"['Alle Farben', 'James Blunt']",spotify:track:7a4aFs6bW7TUySQviVERSI,0.735,0.787,6,-6.166,0,0.061,0.0419,0.0,0.136,0.469,124.004
Big Picture,['James TW'],spotify:track:1fVfbJqf7IqsYZIMfn8ZtX,0.912,0.511,11,-5.548,1,0.0531,0.106,0.0,0.129,0.805,119.992
